Order_ID,Order_Date,Customer_ID,City,Province,Category,Product_Name,Price,Quantity,Discount_%,Delivery_Charges,Payment_Method,Order_Status,Rating,Sales,Profit,negative_sales_flag,Year,Month,Month_Name,Profit_Margin,z_score,z_outlier,final_outlier,outlier_type
ORD100026,2025-03-03,CUST1804,Lahore,Punjab,Books,Exam Guide,1246,4,5,300,COD,Cancelled,4.0,0.0,-150.0,False,2025,3,Mar,,0.8901059886692139,False,False,normal
ORD100027,2025-04-09,CUST1960,Lahore,Punjab,Electronics,Earbuds,3143,3,15,150,JazzCash,Cancelled,4.0,0.0,-75.0,False,2025,4,Apr,,0.8901059886692139,False,False,normal
ORD100028,2025-08-15,CUST2485,Peshawar,Khyber Pakhtunkhwa,Beauty,Serum,2201,1,10,300,COD,Delivered,5.0,2280.9,114.73,False,2025,8,Aug,0.050300320049103425,0.5526845072348818,False,False,normal
ORD100029,2025-05-11,CUST1397,Karachi,Sindh,Books,Notebook,1013,3,20,300,COD,Delivered,5.0,2731.2,383.14,False,2025,5,May,0.14028265963678968,0.4860700598282092,False,False,normal
ORD100030,2025-12-25,CUST1392,Faisalabad,Punjab,Sports,Football,5384,3,0,250,COD,Delivered,3.0,19632.4,3497.04,False,2025,12,Dec,0.1781259550538905,2.014183323493257,False,True,normal
ORD100031,2025-07-26,CUST4762,Hyderabad,Sindh,Fashion,Kurta,2151,1,10,300,Card,Delivered,5.0,2235.9,137.54,False,2025,7,Jul,0.06151437899727179,0.5593415139710584,False,False,normal
ORD100032,2025-03-04,CUST3790,Karachi,Sindh,Beauty,Face Wash,1761,4,10,150,Easypaisa,Delivered,5.0,8074.5,736.97,False,2025,3,Mar,0.09127128614774908,0.30438292002538636,False,False,normal
ORD100033,2025-08-29,CUST3532,Karachi,Sindh,Fashion,T-Shirt,2580,2,0,300,Easypaisa,Delivered,4.0,5460.0,581.35,False,2025,8,Aug,0.10647435897435897,0.08238917134646728,False,False,normal
ORD100034,2025-08-19,CUST2678,Karachi,Sindh,Mobile Accessories,Phone Cover,547,1,5,300,COD,Delivered,3.0,819.65,14.84,False,2025,8,Aug,0.018105288842798755,0.7688523093068349,False,False,normal
ORD100035,2025-06-20,CUST3625,Karachi,Sindh,Electronics,Earbuds,10976,4,10,200,Card,Delivered,3.0,39713.6,5051.77,False,2025,6,Jun,0.12720503807259984,4.9848651828378605,True,True,extreme_anomaly
ORD100036,2025-06-19,CUST2597,Peshawar,Khyber Pakhtunkhwa,Mobile Accessories,USB Cable,2318,1,0,300,Easypaisa,Delivered,5.0,2618.0,323.94,False,2025,6,Jun,0.12373567608861727,0.5028161301067687,False,False,normal
ORD100037,2025-05-14,CUST4869,Islamabad,Islamabad Capital Territory,Home Decor,Lamp,1539,4,0,250,COD,Delivered,4.0,6406.0,919.27,False,2025,5,May,0.14350140493287541,0.057555903596265,False,False,normal
ORD100038,2025-11-27,CUST2529,Lahore,Punjab,Grocery,Cooking Oil,1103,4,0,250,Card,Delivered,3.0,6206.2,1183.78,False,2025,11,Nov,0.19074151654796817,0.02799879368764139,False,False,normal
ORD100039,2025-12-14,CUST2400,Karachi,Sindh,Books,Notebook,1128,1,0,150,COD,Delivered,4.0,1503.6,263.96,False,2025,12,Dec,0.17555200851290237,0.6676732035911037,False,False,normal
ORD100040,2025-10-10,CUST3680,Hyderabad,Sindh,Books,Story Book,819,2,0,150,COD,Cancelled,4.0,0.0,-75.0,False,2025,10,Oct,,0.8901059886692139,False,False,normal
ORD100041,2025-04-26,CUST2479,Quetta,Balochistan,Fashion,Shoes,1319,2,10,200,COD,Delivered,3.0,3167.75,348.93,False,2025,4,Apr,0.1101507379054534,0.421489697813146,False,False,normal
ORD100042,2025-05-17,CUST4748,Peshawar,Khyber Pakhtunkhwa,Grocery,Tea Pack,771,2,15,150,COD,Delivered,5.0,1460.7,235.36,False,2025,5,May,0.16112822619292122,0.6740195500129252,False,False,normal
ORD100043,2025-08-13,CUST4898,Hyderabad,Sindh,Grocery,Tea Pack,1056,3,20,200,JazzCash,Delivered,4.0,2734.4,424.1,False,2025,8,Aug,0.15509801053247513,0.4855966726825255,False,False,normal
ORD100044,2025-06-09,CUST2495,Multan,Punjab,Books,Exam Guide,647,4,5,200,Easypaisa,Delivered,5.0,2658.6,456.89,False,2025,6,Jun,0.17185360716166403,0.49681003069590723,False,False,normal
ORD100045,2025-08-21,CUST1563,Karachi,Sindh,Sports,Yoga Mat,2688,2,5,200,COD,Delivered,4.0,5307.2,653.48,False,2025,8,Aug,0.12313084112149533,0.10499340755286211,False,False,normal
ORD100046,2025-09-25,CUST4878,Peshawar,Khyber Pakhtunkhwa,Home Decor,Bedsheet,3035,2,15,300,Easypaisa,Delivered,3.0,5459.5,591.96,False,2025,9,Sep,0.10842751167689349,0.08246313808798035,False,False,normal
ORD100047,2025-04-23,CUST4296,Karachi,Sindh,Home Decor,Wall Frame,2705,4,10,250,COD,Delivered,4.0,12422.5,1512.9,False,2025,4,Apr,0.12178707989535119,0.9475977042230607,False,False,normal
ORD100048,2025-05-06,CUST2076,Lahore,Punjab,Electronics,Mouse,6793,2,10,200,COD,Delivered,5.0,12427.4,941.09,False,2025,5,May,0.07572702254695271,0.9483225782898888,False,False,normal
ORD100049,2025-06-21,CUST1835,Faisalabad,Punjab,Grocery,Cooking Oil,2025,3,10,150,JazzCash,Cancelled,4.0,0.0,-75.0,False,2025,6,Jun,,0.8901059886692139,False,False,normal
ORD100050,2025-07-22,CUST1122,Rawalpindi,Punjab,Electronics,Keyboard,2247,4,10,250,Easypaisa,Delivered,5.0,8339.2,1386.72,False,2025,7,Jul,0.16628933231005372,0.3435409129824068,False,False,normal
ORD100051,2025-09-12,CUST1197,Karachi,Sindh,Books,Dictionary,856,2,15,200,Card,Delivered,3.0,1655.2,188.05,False,2025,9,Sep,0.11361164813919769,0.6452464875643402,False,False,normal
ORD100052,2025-08-28,CUST1608,Lahore,Punjab,Grocery,Flour,1788,4,20,250,Card,Delivered,5.0,5971.6,578.91,False,2025,8,Aug,0.09694386764016343,0.006706401430291926,False,False,normal
ORD100053,2025-07-20,CUST2794,Multan,Punjab,Beauty,Face Wash,1175,1,5,250,COD,Returned,4.0,0.0,-125.0,False,2025,7,Jul,,0.8901059886692139,False,False,normal
ORD100054,2025-05-28,CUST4002,Karachi,Sindh,Home Decor,Wall Frame,2565,4,20,200,COD,Delivered,5.0,8408.0,1747.3,False,2025,5,May,0.207813986679353,0.3537187366146054,False,False,normal
ORD100055,2025-12-12,CUST2734,Peshawar,Khyber Pakhtunkhwa,Electronics,Mouse,3200,4,10,200,Easypaisa,Delivered,4.0,14024.0,1839.39,False,2025,12,Dec,0.13116015402167713,1.1845131772894304,False,False,normal
ORD100056,2025-11-04,CUST3976,Faisalabad,Punjab,Fashion,Kurta,2559,1,20,300,COD,Cancelled,4.0,0.0,-150.0,False,2025,11,Nov,,0.8901059886692139,False,False,normal
ORD100057,2025-05-08,CUST3520,Faisalabad,Punjab,Sports,Cricket Bat,5029,3,10,200,JazzCash,Delivered,5.0,13778.3,1299.74,False,2025,5,May,0.09433239223997156,1.1481659205099066,False,False,normal
ORD100058,2025-05-31,CUST4369,Faisalabad,Punjab,Mobile Accessories,Holder,1841,3,10,300,Easypaisa,Delivered,5.0,5270.7,962.02,False,2025,5,May,0.18252224562202365,0.11039297968331638,False,False,normal
ORD100059,2025-04-09,CUST2016,Peshawar,Khyber Pakhtunkhwa,Sports,Yoga Mat,2733,4,20,200,Easypaisa,Delivered,5.0,11132.0,2024.78,False,2025,4,Apr,0.18188825008983112,0.7566895443778218,False,False,normal
ORD100060,2025-03-01,CUST3049,Rawalpindi,Punjab,Home Decor,Curtains,2614,1,0,250,COD,Delivered,3.0,3517.5,619.92,False,2025,3,Mar,0.17623880597014924,0.3697499621247521,False,False,normal
ORD100061,2025-10-31,CUST4062,Karachi,Sindh,Grocery,Flour,1226,4,15,200,Easypaisa,Delivered,5.0,4368.4,531.34,False,2025,10,Oct,0.12163263437414158,0.2438733614178062,False,False,normal
ORD100062,2025-01-09,CUST4170,Lahore,Punjab,Fashion,Abaya,2938,1,20,300,COD,Delivered,3.0,2650.4,439.34,False,2025,1,Jan,0.16576365831572593,0.4980230852567216,False,False,normal
ORD100063,2025-05-27,CUST3101,Peshawar,Khyber Pakhtunkhwa,Books,Dictionary,1064,4,0,250,COD,Delivered,5.0,4506.0,821.76,False,2025,5,May,0.18237017310252995,0.2235177141534087,False,False,normal
ORD100064,2025-04-30,CUST4991,Islamabad,Islamabad Capital Territory,Grocery,Flour,1324,1,0,250,COD,Delivered,5.0,1905.0,160.28,False,2025,4,Apr,0.08413648293963255,0.6082927035044094,False,False,normal
ORD100065,2025-04-26,CUST4183,Multan,Punjab,Beauty,Serum,1942,3,0,150,JazzCash,Delivered,3.0,7432.5,1228.56,False,2025,4,Apr,0.16529566094853682,0.20940962392260187,False,False,normal
ORD100066,2025-04-09,CUST2884,Rawalpindi,Punjab,Beauty,Serum,2333,1,0,150,COD,Delivered,4.0,3066.25,388.94,False,2025,4,Apr,0.12684549531186304,0.4365049463402996,False,False,normal
ORD100067,2025-12-04,CUST2704,Hyderabad,Sindh,Books,Notebook,200,1,20,300,COD,Delivered,5.0,492.0,-44.12,False,2025,12,Dec,-0.08967479674796748,0.8173227150203509,False,False,normal
ORD100068,2025-06-10,CUST3848,Karachi,Sindh,Mobile Accessories,Phone Cover,1293,4,15,150,Easypaisa,Delivered,4.0,4546.2,785.9,False,2025,6,Jun,0.1728696493775021,0.21757078813575775,False,False,normal
ORD100069,2025-10-04,CUST2158,Karachi,Sindh,Fashion,T-Shirt,2095,4,0,200,COD,Delivered,4.0,8580.0,1292.05,False,2025,10,Oct,0.1505885780885781,0.37916329569510215,False,False,normal
ORD100070,2025-07-14,CUST1639,Lahore,Punjab,Home Decor,Bedsheet,1954,1,0,150,Easypaisa,Delivered,5.0,2104.0,211.41,False,2025,7,Jul,0.10048003802281369,0.5788539403822067,False,False,normal
ORD100071,2025-02-02,CUST4446,Karachi,Sindh,Home Decor,Cushion,3910,2,15,300,COD,Delivered,5.0,6947.0,542.48,False,2025,2,Feb,0.07808838347488124,0.13758791791340894,False,False,normal
ORD100072,2025-01-22,CUST2693,Multan,Punjab,Grocery,Rice Bag,2485,2,15,250,JazzCash,Delivered,5.0,4474.5,359.56,False,2025,1,Jan,0.08035758185272097,0.22817761886873225,False,False,normal
ORD100073,2025-02-07,CUST4354,Multan,Punjab,Mobile Accessories,Screen Protector,1792,4,10,250,COD,Delivered,5.0,6701.2,477.52,False,2025,2,Feb,0.07125887900674506,0.1012258677855827,False,False,normal
ORD100074,2025-01-27,CUST4348,Multan,Punjab,Electronics,Mouse,8012,2,5,300,Easypaisa,Delivered,5.0,15522.8,2721.68,False,2025,1,Jan,0.17533434689617852,1.4062358816490153,False,False,normal
ORD100075,2025-10-13,CUST1452,Karachi,Sindh,Sports,Dumbbell,5171,1,10,250,COD,Delivered,4.0,4903.9,931.26,False,2025,10,Oct,0.18990191480250415,0.16465498125730604,False,False,normal
ORD100076,2025-11-13,CUST1658,Peshawar,Khyber Pakhtunkhwa,Grocery,Flour,1692,4,10,300,COD,Delivered,5.0,8523.12,972.02,False,2025,11,Nov,0.11404509146885176,0.3707488391805752,False,False,normal
ORD100077,2025-01-04,CUST4243,Karachi,Sindh,Home Decor,Bedsheet,3247,1,5,250,Card,Delivered,4.0,3334.65,279.28,False,2025,1,Jan,0.08375091838723703,0.3967995994960825,False,False,normal
ORD100078,2025-08-08,CUST3524,Hyderabad,Sindh,Sports,Gloves,3331,2,20,200,Easypaisa,Delivered,3.0,5529.6,752.59,False,2025,8,Aug,0.13610206886574075,0.0720930009278476,False,False,normal
ORD100079,2025-02-15,CUST2060,Karachi,Sindh,Grocery,Flour,1106,1,15,200,COD,Delivered,5.0,1140.1,97.5,False,2025,2,Feb,0.08551881413911061,0.7214470246711071,False,False,normal
ORD100080,2025-10-07,CUST3544,Lahore,Punjab,Mobile Accessories,USB Cable,2249,1,15,300,COD,Delivered,4.0,2211.65,125.22,False,2025,10,Oct,0.05661836185653245,0.5629289009344424,False,False,normal
ORD100081,2025-10-29,CUST3975,Lahore,Punjab,Beauty,Perfume,1514,1,0,300,COD,Delivered,5.0,1814.0,222.25,False,2025,10,Oct,0.12251929437706725,0.6217546504597885,False,False,normal
ORD100082,2025-06-10,CUST4394,Lahore,Punjab,Electronics,Power Bank,8903,4,5,200,COD,Delivered,4.0,34031.4,6019.97,False,2025,6,Jun,0.1768945738347526,4.144277545586705,True,True,extreme_anomaly
ORD100083,2025-05-08,CUST1569,Karachi,Sindh,Fashion,T-Shirt,1326,2,5,200,Card,Delivered,3.0,2719.4,197.74,False,2025,5,May,0.07271456939030668,0.48781567492791766,False,False,normal
ORD100084,2025-11-19,CUST3733,Islamabad,Islamabad Capital Territory,Sports,Dumbbell,1513,4,10,250,COD,Delivered,5.0,7603.18,1507.03,False,2025,11,Nov,0.19821048561259894,0.2346589108055042,False,False,normal
ORD100085,2025-10-07,CUST4009,Karachi,Sindh,Electronics,Mouse,8556,3,10,150,Card,Delivered,5.0,23251.2,2308.81,False,2025,10,Oct,0.09929853082851638,2.5495250118682673,False,True,normal
ORD100086,2025-05-07,CUST3537,Quetta,Balochistan,Electronics,Power Bank,4353,3,0,300,Card,Delivered,5.0,13359.0,1397.33,False,2025,5,May,0.1045983980836889,1.0861374110770445,False,False,normal
ORD100087,2025-09-30,CUST3806,Lahore,Punjab,Sports,Yoga Mat,4050,2,20,300,COD,Delivered,5.0,6780.0,1011.46,False,2025,9,Sep,0.14918289085545725,0.11288302624804288,False,False,normal
ORD100088,2025-01-26,CUST2841,Karachi,Sindh,Grocery,Tea Pack,1947,3,5,150,COD,Delivered,3.0,5698.95,472.23,False,2025,1,Jan,0.082862632590214,0.04704046557737018,False,False,normal
ORD100089,2025-01-13,CUST3559,Lahore,Punjab,Sports,Yoga Mat,2050,4,0,200,COD,Delivered,3.0,8400.0,1602.83,False,2025,1,Jan,0.19081309523809523,0.35253526875039626,False,False,normal
ORD100090,2025-05-22,CUST2906,Faisalabad,Punjab,Home Decor,Cushion,3754,4,15,200,COD,Delivered,4.0,12963.6,2138.35,False,2025,5,May,0.16495032244129715,1.0276445118885074,False,False,normal
ORD100091,2025-05-23,CUST2982,Multan,Punjab,Electronics,Earbuds,5106,3,0,250,Card,Delivered,5.0,15568.0,3150.96,False,2025,5,May,0.20239979445015416,1.412922475081797,False,False,normal
ORD100092,2025-12-08,CUST4736,Karachi,Sindh,Home Decor,Curtains,2934,3,5,300,COD,Delivered,5.0,10334.28,1992.2,False,2025,12,Dec,0.1927758876283592,0.6386800462982063,False,False,normal
ORD100093,2025-07-05,CUST3617,Lahore,Punjab,Home Decor,Lamp,1196,2,0,200,JazzCash,Delivered,3.0,2592.0,343.98,False,2025,7,Jul,0.13270833333333334,0.5066624006654484,False,False,normal
ORD100094,2025-12-08,CUST2715,Sialkot,Punjab,Home Decor,Cushion,3600,1,0,200,Card,Delivered,4.0,4520.0,859.64,False,2025,12,Dec,0.1901858407079646,0.2214466453910427,False,False,normal
ORD100095,2025-06-19,CUST3660,Sialkot,Punjab,Books,Dictionary,751,4,0,300,COD,Delivered,4.0,3304.0,462.15,False,2025,6,Jun,0.13987590799031477,0.4013337607508339,False,False,normal
ORD100096,2025-09-21,CUST2595,Lahore,Punjab,Sports,Yoga Mat,4833,1,15,300,Easypaisa,Delivered,4.0,4408.05,530.23,False,2025,9,Sep,0.12028674810857408,0.2380077988158195,False,False,normal
ORD100097,2025-04-18,CUST1991,Karachi,Sindh,Electronics,Mouse,5210,1,20,150,Easypaisa,Delivered,4.0,5360.0,688.22,False,2025,4,Apr,0.12839925373134328,0.09718251964908169,False,False,normal
ORD100098,2025-12-16,CUST3914,Islamabad,Islamabad Capital Territory,Sports,Dumbbell,3765,3,20,150,COD,Delivered,5.0,10993.2,2245.71,False,2025,12,Dec,0.20428173780155004,0.7361563769337931,False,False,normal
ORD100099,2025-11-07,CUST4675,Peshawar,Khyber Pakhtunkhwa,Sports,Cricket Bat,3368,3,0,200,Easypaisa,Delivered,5.0,13840.4,1077.35,False,2025,11,Nov,0.07784095835380479,1.1573525898058303,False,False,normal
ORD100100,2025-02-27,CUST2369,Karachi,Sindh,Electronics,Mouse,5808,3,0,200,Card,Delivered,4.0,17624.0,2595.24,False,2025,2,Feb,0.14725601452564682,1.7170737161835492,False,True,normal
ORD100101,2025-08-17,CUST2081,Lahore,Punjab,Sports,Dumbbell,5682,1,0,300,Card,Delivered,5.0,5982.0,1127.89,False,2025,8,Aug,0.188547308592444,0.005167893206820082,False,False,normal
ORD100102,2025-05-02,CUST4822,Hyderabad,Sindh,Beauty,Face Wash,1373,1,5,300,COD,Cancelled,4.0,0.0,-150.0,False,2025,5,May,,0.8901059886692139,False,False,normal
ORD100103,2025-10-17,CUST1487,Karachi,Sindh,Fashion,Shoes,2220,1,15,250,Easypaisa,Delivered,4.0,2137.0,275.3,False,2025,10,Oct,0.12882545624707534,0.5739721354423439,False,False,normal
ORD100104,2025-08-25,CUST1896,Lahore,Punjab,Sports,Yoga Mat,3249,1,5,300,Card,Delivered,5.0,3386.55,268.44,False,2025,8,Aug,0.07926651016521238,0.3891218517270256,False,False,normal
ORD100105,2025-09-29,CUST3837,Karachi,Sindh,Books,Exam Guide,1572,1,20,300,COD,Delivered,5.0,1557.6,164.77,False,2025,9,Sep,0.10578454031843863,0.6596847955076919,False,False,normal
ORD100106,2025-12-15,CUST4147,Lahore,Punjab,Beauty,Serum,1942,3,0,200,Card,Delivered,5.0,7191.2,1370.53,False,2025,12,Dec,0.19058432528646124,0.1737132744683933,False,False,normal
ORD100107,2025-06-03,CUST4356,Karachi,Sindh,Sports,Cricket Bat,5051,1,15,200,COD,Delivered,5.0,4493.35,396.25,False,2025,6,Jun,0.08818587468147372,0.22538907271368938,False,False,normal
ORD100108,2025-08-08,CUST4118,Multan,Punjab,Home Decor,Bedsheet,2407,1,10,300,Card,Delivered,5.0,2466.3,371.8,False,2025,8,Aug,0.15075213883144792,0.5252576394818347,False,False,normal
ORD100109,2025-04-04,CUST3959,Lahore,Punjab,Mobile Accessories,Holder,2079,4,20,150,Card,Delivered,4.0,8466.0,1432.09,False,2025,4,Apr,0.1691578077013938,0.3622988786301218,False,False,normal
ORD100110,2025-08-06,CUST3479,Sialkot,Punjab,Electronics,Mouse,8897,2,0,150,COD,Delivered,3.0,17944.0,3644.09,False,2025,8,Aug,0.20308125278644673,1.7644124307519153,False,True,normal
ORD100111,2025-12-07,CUST1356,Lahore,Punjab,Fashion,Shoes,1366,2,5,250,COD,Delivered,5.0,3364.48,378.82,False,2025,12,Dec,0.11259392238919536,0.39238674369741267,False,False,normal
ORD100112,2025-01-23,CUST3569,Multan,Punjab,Beauty,Perfume,1733,2,0,300,Card,Delivered,4.0,3766.0,660.22,False,2025,1,Jan,0.17531067445565587,0.3329884915927553,False,False,normal
ORD100113,2025-09-03,CUST4977,Karachi,Sindh,Home Decor,Curtains,2707,3,5,150,JazzCash,Delivered,5.0,7864.95,897.86,False,2025,9,Sep,0.11415965772191813,0.2733834586572578,False,False,normal
ORD100114,2025-09-07,CUST3489,Karachi,Sindh,Sports,Yoga Mat,3660,3,10,250,Card,Delivered,4.0,10132.0,1086.57,False,2025,9,Sep,0.10724141334386103,0.6087560613516777,False,False,normal
ORD100115,2025-04-06,CUST4087,Karachi,Sindh,Books,Dictionary,1027,4,0,200,COD,Delivered,5.0,5335.0,583.5,False,2025,4,Apr,0.10937207122774133,0.10088085672473529,False,False,normal
ORD100116,2025-10-07,CUST2782,Lahore,Punjab,Books,Notebook,1186,4,0,150,JazzCash,Delivered,4.0,4894.0,902.66,False,2025,10,Oct,0.18444217409072333,0.1661195227392648,False,False,normal
ORD100117,2025-09-15,CUST1851,Hyderabad,Sindh,Grocery,Dates,1229,3,20,250,COD,Delivered,5.0,3199.6,289.46,False,2025,9,Sep,0.0904675584448056,0.4167780163787633,False,False,normal
ORD100118,2025-06-01,CUST3737,Hyderabad,Sindh,Beauty,Face Wash,1557,4,15,150,COD,Delivered,5.0,5443.8,823.04,False,2025,6,Jun,0.1511885080274808,0.08478569377149078,False,False,normal
ORD100119,2025-06-12,CUST4498,Karachi,Sindh,Home Decor,Bedsheet,2511,3,15,300,COD,Delivered,4.0,6703.05,935.78,False,2025,6,Jun,0.1396051051387055,0.10149954472918112,False,False,normal
ORD100120,2025-04-11,CUST4906,Islamabad,Islamabad Capital Territory,Home Decor,Wall Frame,5564,4,5,300,JazzCash,Delivered,3.0,26729.0,5274.84,False,2025,4,Apr,0.1973452055819522,3.064008079136591,True,True,extreme_anomaly
ORD100121,2025-03-06,CUST1089,Lahore,Punjab,Electronics,Power Bank,7688,1,20,200,JazzCash,Delivered,5.0,7888.0,1629.77,False,2025,3,Mar,0.20661384381338743,0.2767933254410105,False,False,normal
ORD100122,2025-09-21,CUST4993,Lahore,Punjab,Books,Novel,703,1,5,150,Card,Delivered,5.0,817.85,86.29,False,2025,9,Sep,0.10550834505104849,0.7691185895762819,False,False,normal
ORD100123,2025-03-31,CUST4267,Lahore,Punjab,Mobile Accessories,Charger,1019,3,15,200,Card,Delivered,4.0,3448.06,648.73,False,2025,3,Mar,0.18814347778170915,0.38002246318608757,False,False,normal
ORD100124,2025-11-10,CUST2649,Quetta,Balochistan,Grocery,Rice Bag,853,1,15,300,JazzCash,Delivered,4.0,1278.82,74.26,False,2025,11,Nov,0.05806915750457454,0.7009256919057203,False,False,normal
ORD100125,2025-03-16,CUST4068,Karachi,Sindh,Fashion,Shoes,2816,1,10,150,COD,Cancelled,4.0,0.0,-75.0,False,2025,3,Mar,,0.8901059886692139,False,False,normal
ORD100126,2025-09-06,CUST4465,Karachi,Sindh,Sports,Yoga Mat,4212,4,15,300,Card,Delivered,5.0,14620.8,2860.84,False,2025,9,Sep,0.1956691836288028,1.2727998799594333,False,False,normal
